Contract,Open,Bid,Ask,Last,Traded,High,Low,Volume,Prev.,Day,Settlement,Price,Net,Change,Prev.,Day,Open,Interest
C,Dec-15,-,10800,-,-,-,-,-,-,0,1,003,N/A,7,875

C,Dec-15,-,11200,-,-,-,-,-,-,0,840,N/A,3,382

C,Dec-15,-,11600,-,-,-,-,-,-,0,703,N/A,3,350

C,Dec-15,-,12000,-,501,-,-,-,-,0,589,N/A,10,231

C,Dec-15,-,12600,-,-,-,-,-,-,0,451,N/A,5,850

C,Dec-15,-,13200,-,-,-,-,-,-,0,348,N/A,5,642

C,Dec-15,-,13800,-,-,-,-,-,-,0,260,N/A,450

C,Dec-15,-,14400,-,-,-,-,-,-,0,189,N/A,1,786

C,Dec-15,-,15000,-,-,-,-,-,-,0,140,N/A,10

C,Jun-16,-,6000,-,-,-,-,-,-,0,4,588,N/A,0

C,Jun-16,-,6200,-,-,-,-,-,-,0,4,398,N/A,0

C,Jun-16,-,6400,-,-,-,-,-,-,0,4,211,N/A,0

C,Jun-16,-,6600,-,-,-,-,-,-,0,4,026,N/A,0

C,Jun-16,-,6800,-,-,-,-,-,-,0,3,844,N/A,0

C,Jun-16,-,7000,-,-,-,-,-,-,0,3,666,N/A,0

C,Jun-16,-,7200,-,-,-,-,-,-,0,3,490,N/A,0

C,Jun-16,-,7400,-,-,-,-,-,-,0,3,318,N/A,0

C,Jun-16,-,7600,-,-,-,-,-,-,0,3,150,N/A,0

C,Jun-16,-,7800,-,-,-,-,-,-,0,2,986,N/A,1

C,Jun-16,-,8000,-,-,-,-,-,-,0,2,826,N/A,0

C,Jun-16,-,8400,-,-,-,-,-,-,0,2,520,N/A,1,900

C,Jun-16,-,8800,-,-,-,-,-,-,0,2,233,N/A,0

C,Jun-16,-,9200,-,-,-,-,-,-,0,1,942,N/A,1,950

C,Jun-16,-,9600,-,-,-,-,-,-,0,1,720,N/A,2,200

C,Jun-16,-,10000,-,-,-,-,-,-,0,1,464,N/A,2,337

C,Jun-16,-,10400,-,-,-,-,-,-,0,1,264,N/A,2,100

C,Jun-16,-,10800,-,-,-,-,-,-,500,1,090,N/A,100

C,Jun-16,-,11200,-,-,-,-,-,-,0,947,N/A,4,050

C,Jun-16,-,11600,-,-,-,-,-,-,0,821,N/A,1,800

C,Jun-16,-,12000,-,-,-,-,-,-,0,711,N/A,1,800

C,Jun-16,-,12600,-,-,-,-,-,-,0,572,N/A,3,100

C,Jun-16,-,13200,-,-,-,-,-,-,0,461,N/A,3,150

C,Jun-16,-,13800,-,-,-,-,-,-,0,377,N/A,0

C,Dec-16,-,7400,-,-,-,-,-,-,0,3,396,N/A,0

C,Dec-16,-,7800,-,-,-,-,-,-,0,3,080,N/A,0

C,Dec-16,-,8000,-,-,-,-,-,-,0,2,928,N/A,0

C,Dec-16,-,8400,-,-,-,-,-,-,0,2,637,N/A,0

C,Dec-16,-,8800,-,-,-,-,-,-,0,2,364,N/A,0

C,Dec-16,-,9200,-,-,-,-,-,-,0,2,109,N/A,0

C,Dec-16,-,9600,-,-,-,-,-,-,0,1,873,N/A,0

C,Dec-16,-,10000,-,-,-,-,-,-,0,1,618,N/A,125

C,Dec-16,-,10400,-,-,-,-,-,-,0,1,424,N/A,100

C,Dec-16,-,10800,-,-,-,-,-,-,0,1,254,N/A,550

C,Dec-16,-,11200,-,-,-,-,-,-,0,1,107,N/A,925

C,Dec-16,-,11600,-,-,-,-,-,-,0,979,N/A,200

C,Dec-16,-,12000,-,-,-,-,-,-,0,864,N/A,0

C,Dec-16,-,12600,-,-,-,-,-,-,0,721,N/A,0

C,Dec-16,-,13200,-,-,-,-,-,-,0,606,N/A,0

C,Dec-16,-,13800,-,-,-,-,-,-,0,513,N/A,0
P,Aug-14,-,7600,-,-,1,-,-,-,0,1,N/A,0

P,Aug-14,-,7700,-,-,1,-,-,-,0,1,N/A,0

P,Aug-14,-,7800,-,-,1,-,-,-,0,1,N/A,0

P,Aug-14,-,7900,-,-,1,-,-,-,0,1,N/A,0

P,Aug-14,-,8000,-,-,1,-,-,-,0,1,N/A,386

P,Aug-14,-,8200,-,-,1,-,-,-,0,1,N/A,32

P,Aug-14,-,8400,-,-,1,-,-,-,0,1,N/A,20

P,Aug-14,-,8600,-,-,1,-,-,-,0,1,N/A,123

P,Aug-14,-,8800,-,-,1,-,-,-,0,1,N/A,423

P,Aug-14,-,9000,-,-,1,-,-,-,0,1,N/A,3,018

P,Aug-14,-,9200,-,-,1,-,-,-,0,1,N/A,2,306

P,Aug-14,-,9400,-,1,2,-,-,-,0,1,N/A,1,761

P,Aug-14,-,9600,1,1,2,2,2,1,105,1,+1,1,761

P,Aug-14,-,9800,2,1,2,2,3,2,792,1,+1,5,654

P,Aug-14,-,10000,2,1,3,3,3,2,111,1,+2,4,238

P,Aug-14,-,10200,3,3,5,4,5,3,802,2,+2,5,683

P,Aug-14,-,10400,5,6,8,6,9,5,816,5,+1,7,013

P,Aug-14,-,10600,11,15,18,16,22,11,593,13,+3,5,960

P,Aug-14,-,10800,30,52,54,54,71,30,2,301,35,+19,6,316

P,Aug-14,-,11000,89,141,151,147,175,89,1,508,92,+55,6,229

P,Aug-14,-,11200,227,300,312,302,330,223,30,215,+87,1,308

P,Aug-14,-,11400,480,488,501,482,494,472,10,385,+97,90

P,Aug-14,-,11600,-,-,-,-,-,-,0,575,N/A,31

P,Aug-14,-,11800,863,-,-,863,863,863,1,776,+87,2

P,Aug-14,-,12000,-,-,-,-,-,-,0,972,N/A,0

P,Aug-14,-,12200,-,-,-,-,-,-,0,1,168,N/A,0

P,Aug-14,-,12400,-,-,-,-,-,-,0,1,368,N/A,0

P,Aug-14,-,12600,-,-,-,-,-,-,0,1,568,N/A,0

P,Aug-14,-,12800,-,-,-,-,-,-,0,1,768,N/A,0

P,Aug-14,-,13000,-,-,-,-,-,-,0,1,968,N/A,0

P,Aug-14,-,13200,-,-,-,-,-,-,0,2,168,N/A,0

P,Aug-14,-,13400,-,-,-,-,-,-,0,2,368,N/A,0

P,Aug-14,-,13600,-,-,-,-,-,-,0,2,568,N/A,0

P,Aug-14,-,13800,-,-,-,-,-,-,0,2,768,N/A,0

P,Aug-14,-,14000,-,-,-,-,-,-,0,2,968,N/A,0

P,Sep-14,-,6000,-,-,2,-,-,-,0,1,N/A,1,349

P,Sep-14,-,6200,-,-,2,-,-,-,0,1,N/A,265

P,Sep-14,-,6400,-,-,2,-,-,-,0,1,N/A,4

P,Sep-14,-,6600,-,-,2,-,-,-,0,1,N/A,11

P,Sep-14,-,6800,-,-,2,-,-,-,0,1,N/A,33

P,Sep-14,-,7000,-,-,2,-,-,-,0,1,N/A,285

P,Sep-14,-,7200,-,-,2,-,-,-,0,1,N/A,80

P,Sep-14,-,7400,-,-,2,-,-,-,0,1,N/A,21

P,Sep-14,-,7500,-,-,2,-,-,-,0,1,N/A,24

P,Sep-14,-,7600,-,-,2,-,-,-,0,1,N/A,643

P,Sep-14,-,7700,-,-,2,-,-,-,0,1,N/A,9

P,Sep-14,-,7800,-,-,2,-,-,-,0,1,N/A,57

P,Sep-14,-,7900,-,1,2,-,-,-,0,1,N/A,48

P,Sep-14,-,8000,-,1,2,-,-,-,0,1,N/A,3,052

P,Sep-14,-,8200,2,2,3,2,2,2,790,1,+1,4,313

P,Sep-14,-,8400,-,2,3,-,-,-,0,1,N/A,1,458

P,Sep-14,-,8600,-,1,4,-,-,-,0,1,N/A,4,473

P,Sep-14,-,8800,3,1,4,3,3,3,18,1,+2,8,330

P,Sep-14,-,9000,4,4,5,5,5,4,149,1,+4,6,721

P,Sep-14,-,9200,6,5,8,7,7,6,44,2,+5,4,324

P,Sep-14,-,9400,7,8,16,8,9,7,61,3,+5,8,313

P,Sep-14,-,9600,11,11,-,11,11,11,50,5,+6,8,576

P,Sep-14,-,9800,14,16,20,17,20,14,136,10,+7,4,479

P,Sep-14,-,10000,24,24,31,27,31,23,179,20,+7,7,411

P,Sep-14,-,10200,36,44,47,46,51,35,139,36,+10,4,042

P,Sep-14,-,10400,58,74,78,76,88,58,367,60,+16,9,146

P,Sep-14,-,10600,101,125,129,126,141,98,499,100,+26,2,322

P,Sep-14,-,10800,164,200,207,201,224,164,347,160,+41,4,233

P,Sep-14,-,11000,280,303,313,307,334,269,998,247,+60,3,304

P,Sep-14,-,11200,451,434,447,414,451,414,32,365,+49,2,427

P,Sep-14,-,11400,-,-,-,-,-,-,0,505,N/A,270

P,Sep-14,-,11600,-,-,-,-,-,-,0,666,N/A,703

